Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,Observation,Possible_Root_Cause,Recommended_Action
2026-01-23 01:50:00,Cell_01,-95.43,14.44,102.79,82.99,3.58,69,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-23 01:55:00,Cell_01,-92.57,14.32,106.3,65.08,5.28,69,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-23 01:55:00,Cell_04,-98.73,7.76,37.63,49.7,0.04,38,Low SINR,High interference,Review neighboring cell configuration
2026-01-23 02:00:00,Cell_04,-98.71,5.83,48.68,31.19,0.04,37,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-23 02:25:00,Cell_04,-101.08,8.65,35.38,29.77,0.16,30,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-23 02:30:00,Cell_04,-103.27,5.23,40.91,27.02,0.0,38,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-23 03:05:00,Cell_01,-82.99,20.64,49.07,96.29,0.0,55,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-23 03:20:00,Cell_04,-95.33,8.59,45.25,30.16,0.6,32,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-23 04:45:00,Cell_03,-91.41,11.42,36.1,54.0,0.05,46,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-23 05:35:00,Cell_05,-102.81,8.36,141.16,78.57,2.98,81,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 09:40:00,Cell_03,-114.38,3.46,132.41,108.7,3.76,120,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 09:45:00,Cell_05,-96.71,8.89,134.8,107.27,3.26,116,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 10:30:00,Cell_04,-118.62,-0.09,145.36,69.53,7.32,93,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 11:20:00,Cell_01,-98.86,10.82,120.78,139.11,3.8,127,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-23 12:25:00,Cell_02,-101.01,9.68,109.24,112.67,4.16,93,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 12:35:00,Cell_02,-113.59,8.22,113.01,101.1,4.74,101,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 15:55:00,Cell_01,-99.89,15.11,142.65,126.53,5.89,143,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-23 16:00:00,Cell_05,-104.05,11.51,138.71,117.91,7.93,119,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-23 16:40:00,Cell_01,-99.06,11.3,150.49,158.53,7.46,143,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-23 16:45:00,Cell_04,-116.21,-1.47,122.28,43.56,3.68,93,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 16:50:00,Cell_01,-101.72,9.41,158.4,111.76,4.65,139,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 16:55:00,Cell_01,-96.32,9.11,142.96,152.88,6.83,160,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 17:20:00,Cell_05,-90.78,16.98,115.2,269.24,1.65,153,High Latency,Core network congestion,Check UPF utilization
2026-01-23 17:25:00,Cell_01,-87.68,14.49,122.09,279.84,1.42,174,High Latency,Core network congestion,Check UPF utilization
2026-01-23 17:35:00,Cell_01,-83.04,15.06,124.5,258.62,1.85,161,High Latency,Core network congestion,Check UPF utilization
2026-01-23 17:40:00,Cell_03,-94.42,7.65,113.69,166.65,1.24,145,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 17:50:00,Cell_01,-89.41,17.85,137.83,281.6,1.57,168,High Latency,Core network congestion,Check UPF utilization
2026-01-23 17:55:00,Cell_01,-88.47,15.89,124.09,285.99,1.4,177,High Latency,Core network congestion,Check UPF utilization
2026-01-23 17:55:00,Cell_04,-122.18,0.92,151.67,70.74,4.57,119,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 18:00:00,Cell_03,-101.36,11.28,109.83,226.1,1.59,157,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:05:00,Cell_01,-88.66,16.8,130.52,312.37,1.8,180,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:15:00,Cell_05,-90.31,16.72,115.62,272.54,0.72,164,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:20:00,Cell_01,-83.59,14.66,114.69,262.68,1.2,175,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:25:00,Cell_05,-90.72,12.56,129.58,260.64,1.86,172,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:25:00,Cell_01,-86.34,14.73,128.09,317.55,1.55,193,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:30:00,Cell_01,-88.61,17.51,130.74,320.47,1.25,184,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:30:00,Cell_05,-95.68,14.23,114.86,255.1,1.83,160,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:40:00,Cell_03,-100.45,7.46,117.79,195.26,1.25,171,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 18:40:00,Cell_01,-93.35,15.33,129.13,298.73,1.59,184,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:40:00,Cell_05,-87.31,11.12,121.55,229.73,1.72,172,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:45:00,Cell_01,-89.49,14.92,127.78,311.45,1.52,186,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:50:00,Cell_01,-90.49,16.12,125.76,311.56,1.86,184,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:50:00,Cell_04,-108.69,5.94,97.08,113.76,0.87,122,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-23 18:50:00,Cell_03,-102.92,10.35,113.86,191.98,1.62,153,High Latency,Core network congestion,Check UPF utilization
2026-01-23 18:55:00,Cell_01,-92.29,16.01,126.16,289.27,1.84,175,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:00:00,Cell_03,-100.13,8.85,109.03,192.75,1.3,158,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 19:00:00,Cell_01,-87.24,14.66,116.62,281.24,1.68,175,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:00:00,Cell_05,-92.24,13.51,121.99,269.25,1.44,175,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:05:00,Cell_01,-85.46,13.2,127.92,263.63,1.68,185,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:05:00,Cell_04,-109.47,8.59,98.97,156.52,1.52,129,"Low RSRP, Low SINR, High Latency","Poor radio coverage, High interference, Core network congestion","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization"
2026-01-23 19:05:00,Cell_05,-96.31,10.91,130.14,232.96,2.12,181,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:10:00,Cell_01,-90.3,16.06,123.63,281.35,1.43,176,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:10:00,Cell_05,-90.19,12.01,114.86,255.16,1.76,173,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:10:00,Cell_03,-100.92,9.94,111.54,212.1,1.0,156,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 19:15:00,Cell_01,-86.16,13.93,131.74,277.98,1.36,187,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:15:00,Cell_02,-97.0,13.78,123.8,256.02,1.36,165,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:20:00,Cell_01,-89.71,15.54,112.79,299.67,1.64,179,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:20:00,Cell_03,-101.93,8.68,106.91,182.87,1.32,153,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 19:25:00,Cell_01,-88.34,15.79,118.15,292.27,1.47,176,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:30:00,Cell_05,-94.71,13.98,113.57,270.76,1.64,181,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:30:00,Cell_03,-94.11,7.13,109.08,176.04,0.96,162,"Low SINR, High Latency","High interference, Core network congestion","Review neighboring cell configuration, Check UPF utilization"
2026-01-23 19:30:00,Cell_01,-81.68,14.42,121.3,282.96,1.41,182,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:40:00,Cell_01,-87.29,14.87,118.79,269.72,1.69,175,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:45:00,Cell_01,-85.9,16.69,122.88,274.84,1.57,163,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:50:00,Cell_01,-85.97,15.29,126.67,276.32,1.86,176,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:55:00,Cell_05,-93.23,14.08,125.9,260.85,1.78,168,High Latency,Core network congestion,Check UPF utilization
2026-01-23 19:55:00,Cell_01,-92.25,15.85,127.4,285.66,1.91,175,High Latency,Core network congestion,Check UPF utilization
2026-01-23 20:10:00,Cell_01,-83.66,13.75,119.5,257.89,1.43,167,High Latency,Core network congestion,Check UPF utilization
2026-01-23 20:10:00,Cell_04,-118.32,0.12,168.8,83.62,4.82,119,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 20:15:00,Cell_01,-88.62,14.91,126.71,259.43,1.52,168,High Latency,Core network congestion,Check UPF utilization
2026-01-23 20:25:00,Cell_01,-89.53,15.83,127.41,272.94,1.57,174,High Latency,Core network congestion,Check UPF utilization
2026-01-23 20:30:00,Cell_01,-81.28,16.64,98.04,265.01,1.45,159,High Latency,Core network congestion,Check UPF utilization
2026-01-23 20:45:00,Cell_04,-114.54,-1.58,164.47,62.07,6.63,108,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 20:50:00,Cell_01,-100.4,9.85,163.09,127.35,3.68,150,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 21:45:00,Cell_04,-121.87,2.44,136.67,53.4,6.27,84,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 22:35:00,Cell_01,-93.72,9.19,148.73,93.19,5.57,98,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 23:00:00,Cell_05,-101.41,6.15,153.32,78.78,5.93,104,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-23 23:40:00,Cell_04,-117.2,0.86,92.2,20.8,3.14,36,"Low RSRP, Low SINR, High Latency, High Packet Loss, Low Throughput","Poor radio coverage, High interference, Core network congestion, Backhaul issues, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-24 00:20:00,Cell_03,-91.88,13.3,40.48,48.88,0.0,33,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 00:20:00,Cell_04,-103.79,7.69,36.03,32.75,0.53,33,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 00:35:00,Cell_04,-102.96,8.47,37.84,42.66,0.57,28,Low SINR,High interference,Review neighboring cell configuration
2026-01-24 00:40:00,Cell_04,-100.32,8.44,39.23,29.7,0.62,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 00:45:00,Cell_04,-101.21,8.2,37.42,43.42,0.0,36,Low SINR,High interference,Review neighboring cell configuration
2026-01-24 00:50:00,Cell_04,-103.18,6.16,44.57,24.91,0.09,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 01:05:00,Cell_05,-84.22,17.16,38.32,84.86,0.0,47,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 01:15:00,Cell_03,-94.24,14.57,39.83,47.16,0.17,28,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 01:20:00,Cell_04,-103.55,6.58,38.11,24.57,0.0,23,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 01:35:00,Cell_03,-94.14,15.29,34.17,35.47,0.35,27,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-24 01:40:00,Cell_04,-100.64,7.99,37.2,39.91,0.0,32,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 01:45:00,Cell_02,-104.46,8.13,82.43,55.91,3.65,46,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 01:50:00,Cell_04,-106.73,7.53,44.77,35.11,0.07,32,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-24 01:55:00,Cell_02,-87.92,15.75,36.97,44.33,0.19,27,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 01:55:00,Cell_05,-82.22,16.52,43.89,66.42,0.0,46,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 02:00:00,Cell_04,-106.25,7.16,39.65,34.2,0.39,28,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-24 02:05:00,Cell_04,-99.74,5.83,37.94,24.0,0.14,31,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 02:15:00,Cell_04,-95.7,5.73,42.64,52.53,0.0,40,Low SINR,High interference,Review neighboring cell configuration
2026-01-24 02:25:00,Cell_03,-94.71,11.08,38.63,33.06,0.01,29,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-24 02:55:00,Cell_04,-101.9,10.02,33.19,24.94,0.0,25,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-24 03:15:00,Cell_05,-89.65,17.69,38.31,52.28,0.6,35,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 03:20:00,Cell_02,-91.22,16.4,47.2,48.49,0.0,34,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 03:20:00,Cell_04,-99.08,8.0,41.28,21.34,0.47,25,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 03:20:00,Cell_03,-94.65,10.63,40.8,44.52,0.01,33,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 03:35:00,Cell_02,-81.95,14.34,54.15,42.58,0.12,37,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 03:35:00,Cell_04,-95.81,9.26,38.14,50.56,0.06,31,Low SINR,High interference,Review neighboring cell configuration
2026-01-24 03:40:00,Cell_01,-83.27,20.11,38.18,78.81,0.22,44,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 03:40:00,Cell_04,-100.98,7.33,43.79,33.16,0.0,34,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 04:00:00,Cell_02,-89.69,14.91,37.89,38.72,0.0,29,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-24 04:10:00,Cell_04,-102.42,8.86,38.13,37.58,0.36,29,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 04:15:00,Cell_04,-102.18,8.47,47.27,33.15,0.0,26,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 04:15:00,Cell_05,-82.6,19.31,48.23,78.62,0.0,40,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 04:45:00,Cell_04,-102.26,7.97,35.53,33.9,0.15,21,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 04:50:00,Cell_04,-109.96,6.1,45.74,41.34,0.11,33,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-24 04:55:00,Cell_03,-97.48,16.72,34.89,43.59,0.31,22,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 05:15:00,Cell_01,-82.71,19.87,50.44,111.67,0.0,54,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-24 05:20:00,Cell_04,-105.7,7.49,40.23,30.38,0.24,23,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-24 05:30:00,Cell_04,-100.37,8.0,39.6,26.0,0.47,32,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 05:35:00,Cell_04,-98.41,9.42,31.22,21.61,0.07,24,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-24 06:40:00,Cell_03,-112.85,7.63,114.68,55.62,3.95,64,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 07:05:00,Cell_04,-107.87,6.97,54.52,39.43,0.09,44,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-24 07:10:00,Cell_02,-108.42,7.28,132.84,65.34,7.47,60,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 10:35:00,Cell_01,-96.84,10.97,139.47,129.72,6.61,110,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-24 10:35:00,Cell_04,-120.79,-0.69,120.06,57.01,4.62,84,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 11:15:00,Cell_02,-97.35,9.21,119.94,95.93,4.73,97,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 12:00:00,Cell_05,-97.16,9.03,114.21,101.04,5.01,101,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 12:30:00,Cell_04,-108.7,5.63,72.25,68.17,1.21,57,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-24 12:40:00,Cell_01,-96.96,9.01,152.48,113.82,7.29,100,"Low SINR, High Latency, High Packet Loss","High interference, Core network congestion, Backhaul issues","Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 13:55:00,Cell_01,-92.26,11.67,140.41,74.6,4.28,82,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-24 15:10:00,Cell_02,-100.51,10.03,122.83,79.92,2.34,69,High Latency,Core network congestion,Check UPF utilization
2026-01-24 16:05:00,Cell_04,-106.87,2.48,51.92,37.56,0.0,56,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-24 18:25:00,Cell_05,-106.2,5.26,161.98,153.08,3.37,146,"Low RSRP, Low SINR, High Latency, High Packet Loss","Poor radio coverage, High interference, Core network congestion, Backhaul issues","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Inspect transport network"
2026-01-24 19:10:00,Cell_01,-91.34,18.34,116.9,296.37,1.27,166,High Latency,Core network congestion,Check UPF utilization
2026-01-24 22:20:00,Cell_04,-120.7,1.08,124.08,39.47,2.26,67,"Low RSRP, Low SINR, High Latency, Low Throughput","Poor radio coverage, High interference, Core network congestion, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Check UPF utilization, Enable load balancing"
2026-01-25 00:00:00,Cell_05,-86.72,19.69,45.07,58.74,0.21,24,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 00:10:00,Cell_05,-83.88,17.75,38.12,49.57,0.31,32,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 00:15:00,Cell_04,-101.01,8.59,34.54,24.06,0.19,29,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 00:20:00,Cell_04,-97.39,7.47,39.74,42.04,0.29,27,Low SINR,High interference,Review neighboring cell configuration
2026-01-25 00:25:00,Cell_04,-105.04,4.73,36.31,31.19,0.47,32,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-25 00:30:00,Cell_04,-100.04,6.94,45.34,27.98,0.0,26,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 00:40:00,Cell_05,-86.25,17.66,39.77,44.88,0.61,27,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 00:40:00,Cell_04,-100.16,9.49,40.68,25.98,0.52,24,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 01:15:00,Cell_04,-104.34,9.45,36.39,31.36,0.33,22,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 01:20:00,Cell_02,-91.39,17.88,43.77,64.73,0.0,34,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 01:25:00,Cell_04,-100.0,9.42,39.69,33.05,0.22,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 01:55:00,Cell_01,-80.99,20.03,51.76,66.92,0.07,45,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 02:05:00,Cell_04,-104.14,7.79,43.11,43.54,0.0,30,Low SINR,High interference,Review neighboring cell configuration
2026-01-25 02:20:00,Cell_04,-99.05,9.55,32.95,31.56,0.25,24,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 02:25:00,Cell_04,-106.11,8.74,39.62,49.94,0.3,31,"Low RSRP, Low SINR","Poor radio coverage, High interference","Optimize antenna tilt, Review neighboring cell configuration"
2026-01-25 02:30:00,Cell_04,-104.61,10.65,36.5,25.8,0.55,28,Low Throughput,Heavy traffic load,Enable load balancing
2026-01-25 02:40:00,Cell_02,-89.23,16.56,42.21,51.21,0.1,39,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 02:45:00,Cell_04,-99.17,7.39,40.64,9.7,0.26,24,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 03:00:00,Cell_01,-99.21,10.45,125.08,82.16,4.31,70,"High Latency, High Packet Loss","Core network congestion, Backhaul issues","Check UPF utilization, Inspect transport network"
2026-01-25 03:05:00,Cell_01,-77.49,20.23,52.94,82.08,0.04,50,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 03:10:00,Cell_04,-98.78,6.47,44.83,29.67,0.72,31,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 03:15:00,Cell_05,-82.43,16.43,45.56,48.53,0.26,36,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 03:30:00,Cell_04,-104.8,9.68,34.3,28.04,0.3,28,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 03:40:00,Cell_04,-102.8,8.61,41.11,33.96,0.77,27,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 03:50:00,Cell_04,-100.39,7.93,38.29,33.86,0.9,30,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 04:00:00,Cell_04,-106.4,8.12,47.21,30.81,0.27,32,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-25 04:10:00,Cell_01,-80.85,20.15,49.67,102.03,0.11,53,Unusual KPI combination,Requires further investigation,Review all network KPIs
2026-01-25 04:10:00,Cell_04,-105.07,8.34,39.94,29.09,0.47,31,"Low RSRP, Low SINR, Low Throughput","Poor radio coverage, High interference, Heavy traffic load","Optimize antenna tilt, Review neighboring cell configuration, Enable load balancing"
2026-01-25 04:30:00,Cell_04,-103.39,8.77,43.27,38.33,0.05,28,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
2026-01-25 04:35:00,Cell_02,-101.58,12.91,103.9,35.98,5.98,42,"High Latency, High Packet Loss, Low Throughput","Core network congestion, Backhaul issues, Heavy traffic load","Check UPF utilization, Inspect transport network, Enable load balancing"
2026-01-25 05:00:00,Cell_04,-101.89,6.26,38.2,39.54,0.46,33,"Low SINR, Low Throughput","High interference, Heavy traffic load","Review neighboring cell configuration, Enable load balancing"
